"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.984788958E0	-2.098613937E0	2.113973403E0	-3.202283201E0	4.373520516E0
2.994763958E0	-3.068417338E0	2.254682263E0	1.310817111E0	4.027035952E0
3.004737958E0	-3.101287753E0	2.969596762E0	5.242849782E0	6.776722253E0
3.014712958E0	-2.917171211E0	3.617227351E0	6.454464201E0	7.953259062E0
3.024687958E0	-1.872140458E0	4.141037009E0	1.808078363E0	4.891037188E0
3.034662958E0	8.901951675E-1	4.076981931E0	-1.023185556E1	1.105011752E1
3.044636958E0	2.516463861E0	2.957167628E0	-8.335925120E0	9.195927270E0
3.054611958E0	5.263942735E-1	2.384640577E0	1.822993441E0	3.047442649E0
3.064586958E0	-3.444096558E0	1.153169014E0	1.109069226E1	1.167026369E1
3.074561958E0	-2.889631118E0	4.866187352E-1	8.400077262E0	8.896519758E0
3.084535958E0	7.056033933E-1	4.831934363E-1	-2.216798152E0	2.376035794E0
3.094510958E0	5.223256347E0	4.575228439E-1	-1.716176388E1	1.794485646E1
3.104485958E0	3.487590195E0	3.357200794E-1	-7.171323484E0	7.981470657E0
3.114460958E0	-2.198409829E0	9.000160047E-1	4.811133478E0	5.365635090E0
3.124435958E0	-1.623294946E0	1.084901309E0	8.484827390E0	8.706571838E0
3.134409958E0	-1.666863720E0	-4.466899998E-1	6.501464705E0	6.726589769E0
3.144384958E0	-6.505094656E-1	-1.081514894E0	3.990303683E0	4.185135663E0
3.154359958E0	1.393252911E0	-1.548220206E0	1.011229754E0	2.315323972E0
3.164334958E0	7.884256947E-1	3.793929331E-1	-9.315900922E-2	8.799049237E-1
3.174308958E0	-9.343669349E-1	1.665429690E0	6.197387856E-1	2.007678705E0
3.184283958E0	-7.055788350E-1	2.770549355E0	-7.929009197E0	8.428699310E0
3.194258958E0	-7.360703105E-1	4.044309736E0	1.112743850E0	4.258689895E0
3.204233958E0	-1.739311014E0	4.291593749E0	6.218437248E0	7.753189119E0
3.214207958E0	-2.969276335E0	4.327928932E0	4.971924307E0	7.229633608E0
3.224182958E0	-2.870054348E0	3.567712252E0	3.381393941E0	5.692065324E0
3.234157958E0	-1.400858384E0	3.884705600E0	-3.767814204E0	5.590148986E0
3.244132958E0	-1.782573978E0	3.120162273E0	4.232467874E0	5.552185776E0
3.254106958E0	-1.940497332E0	2.802988246E0	6.047052433E0	6.941838095E0
3.264081958E0	-3.071924205E0	3.911131214E0	-3.337145721E0	5.989174172E0
3.274056958E0	-1.205035717E0	3.159433635E0	-4.805471034E0	5.875941102E0
3.284031958E0	-7.278742683E-1	4.477743368E0	4.143563299E0	6.144029901E0
3.294005958E0	-3.664439524E0	4.635070891E0	2.236096888E0	6.317604647E0
3.303980958E0	-3.497495086E0	4.842732708E0	-5.476343136E0	8.104003091E0
3.313955958E0	-4.748512137E-1	5.563923317E0	4.512515005E0	7.179520737E0
3.323930958E0	-1.746004906E0	6.181551257E0	3.993361485E0	7.563533898E0
3.333904958E0	-2.791022211E0	6.023565338E0	-8.424773562E0	1.072613416E1
3.343879958E0	-3.636956441E-1	4.272321034E0	2.173479055E0	4.807183452E0
3.353854958E0	1.152165778E0	4.807355299E0	6.101535619E0	7.852826744E0
3.363829958E0	-2.330462177E0	5.768271224E0	-1.392689239E0	6.375232560E0
3.373804958E0	-1.797386144E0	4.818331400E0	-2.588939515E0	5.757562179E0
3.383778958E0	7.474817365E-1	2.783874867E0	6.022881798E0	6.677109657E0
3.393753958E0	-1.341793320E0	3.800752739E0	4.092869108E0	5.744363171E0
3.403728958E0	-1.755268650E0	4.449213048E0	2.370225583E0	5.338017806E0
3.413703958E0	-1.760308365E0	4.014533083E0	2.021189201E0	4.827045390E0
3.423677958E0	-1.587921923E0	3.201928859E0	1.050689981E0	3.725291115E0
3.433652958E0	-1.130987747E0	2.727426140E0	4.380441606E-3	2.952626936E0
3.443627958E0	-6.976096648E-1	2.928984926E0	-9.435242593E-2	3.012393454E0
3.453602958E0	-6.573059767E-1	3.188834605E0	-2.244962436E-1	3.263604732E0
3.463576958E0	-7.900453734E-1	3.253888095E0	-2.461572540E-1	3.357462259E0
3.473551958E0	-8.322470677E-1	3.231847600E0	-2.221556032E-1	3.344671464E0
3.483526958E0	-9.770282203E-1	3.113310213E0	-1.522223192E-1	3.266566433E0
3.493501958E0	-1.216403289E0	2.817393154E0	2.410163820E-2	3.068863313E0
3.503475958E0	-1.397714921E0	2.268684882E0	3.269511563E-1	2.684666675E0
3.513450958E0	-1.520857283E0	1.705449788E0	2.721253234E-1	2.301220990E0
3.523425958E0	-1.251063244E0	1.366818380E0	7.264171422E-2	1.854353942E0
3.533400958E0	-6.247416633E-1	9.169619666E-1	4.293423343E-1	1.189729479E0
3.543374958E0	-4.999334300E-1	3.940016167E-1	9.516700155E-1	1.144922061E0
3.553349958E0	-7.035445887E-1	3.727196521E-1	9.195851737E-1	1.216360070E0
3.563324958E0	-1.164543456E0	7.360692141E-1	1.052873624E0	1.733926820E0
3.573299958E0	-1.865366166E0	9.542791893E-1	9.732877564E-1	2.310309235E0
3.583273958E0	-2.033970337E0	8.114787810E-1	7.732743895E-1	2.322388087E0
3.593248958E0	-1.712289276E0	5.703688435E-1	6.684080851E-1	1.924584254E0
3.603223958E0	-1.515388967E0	2.460567184E-1	1.015158498E-1	1.538588021E0
3.613198958E0	-1.468987802E0	3.118262366E-1	-4.442521495E-1	1.566052597E0
3.623173958E0	-1.879442753E0	3.241690511E-1	-1.079932784E0	2.191722029E0
3.633147958E0	-2.071572758E0	8.563481212E-2	-1.574984373E0	2.603713269E0
3.643122958E0	-1.431384943E0	1.672904478E-1	-1.789364934E0	2.297536902E0
3.653097958E0	-8.842596589E-1	4.852976665E-1	-1.869374725E0	2.124144729E0
3.663072958E0	-7.275113024E-1	5.162482580E-1	-2.047172180E0	2.233091779E0
3.673046958E0	-7.217124724E-1	3.222640282E-1	-2.604101930E0	2.721409535E0
3.683021958E0	-6.036251018E-1	3.994749760E-1	-2.694707460E0	2.790231498E0
3.692996958E0	-7.117119795E-1	4.986152483E-1	-2.668766288E0	2.806682135E0
3.702971958E0	-1.114523157E0	3.573417673E-1	-2.445633615E0	2.711268851E0
3.712945958E0	-1.538540871E0	1.918708268E-1	-2.080107792E0	2.594372921E0
3.722920958E0	-1.874630494E0	-8.151544869E-2	-1.917942283E0	2.683167318E0
3.732895958E0	-2.120636013E0	-3.111698136E-1	-1.572821488E0	2.658512965E0
3.742870958E0	-2.324911854E0	-6.285856229E-1	-1.063345402E0	2.632686548E0
3.752844958E0	-2.306332034E0	-9.478772190E-1	-4.110364562E-1	2.527170284E0
3.762819958E0	-2.133067778E0	-9.882259306E-1	-3.400325471E-1	2.375329613E0
3.772794958E0	-1.749130243E0	-1.052330125E0	-7.828702551E-1	2.186261909E0
3.782769958E0	-1.581258582E0	-9.645558169E-1	-1.436534001E0	2.344008653E0
3.792743958E0	-1.626356695E0	-5.599282014E-1	-1.996073948E0	2.634932047E0
3.802718958E0	-1.925405230E0	1.120770907E-1	-2.165375399E0	2.899758127E0
3.812693958E0	-1.910691004E0	1.051115366E0	-1.773530089E0	2.810870435E0
3.822668958E0	-2.394597655E0	1.369802653E0	-2.542030812E0	3.751316820E0
3.832642958E0	-2.215914346E0	7.999856400E-1	-2.451210689E0	3.399806944E0
3.842617958E0	-1.935273868E0	-4.884179235E-3	-2.018488079E0	2.796355293E0
3.852592958E0	-2.039766974E0	-3.737639648E-1	-1.609432660E0	2.624999485E0
3.862567958E0	-2.073417554E0	-6.887762761E-1	-1.234457737E0	2.509453928E0
3.872542958E0	-1.972319195E0	-9.552210295E-1	-1.296127151E0	2.546062806E0
3.882516958E0	-1.906474285E0	-1.285757406E0	-1.553877679E0	2.775311180E0
3.892492375E0	-1.448007700E0	-1.227362140E0	-1.813733205E0	2.625408971E0
3.902467375E0	-7.111984478E-1	-9.734760368E-1	-1.838633573E0	2.198643273E0
3.912442375E0	-2.518888409E-1	-6.683537060E-1	-1.517092845E0	1.676817034E0
3.922416375E0	-1.252451666E-1	-5.789351606E-1	-1.077029057E0	1.229163887E0
3.932391375E0	-2.359080351E-1	-6.713316929E-1	-4.710201180E-1	8.533456477E-1
3.942366375E0	-3.133360608E-1	-7.999031943E-1	-8.197211623E-3	8.591226929E-1
3.952341375E0	-1.897784007E-1	-9.488759235E-1	7.609507978E-2	9.706553563E-1
3.962315375E0	3.213337362E-3	-9.208116272E-1	5.083686233E-2	9.222194776E-1
3.972290375E0	-1.444716887E-1	-8.814730221E-1	9.665856779E-2	8.984484605E-1
3.982265375E0	-2.972477393E-1	-6.732191741E-1	2.677919519E-1	7.831301325E-1
3.992240375E0	-4.169693336E-1	-4.655228582E-1	5.701152205E-2	6.275549939E-1
4.002214375E0	-3.580404364E-1	-2.766788426E-1	-5.140772599E-1	6.848500312E-1
4.012189375E0	-1.984972570E-1	-3.453394800E-2	-1.026533087E0	1.046118508E0
4.022164375E0	3.582223579E-3	1.498562434E-1	-1.470495799E0	1.478116241E0
4.032139375E0	5.914509796E-2	3.242687461E-1	-1.630938134E0	1.663913327E0
4.042113375E0	1.250090121E-1	4.909670171E-1	-1.412063404E0	1.500199627E0
4.052088375E0	1.355570968E-1	4.277457520E-1	-1.259365121E0	1.336915354E0
4.062063375E0	1.118119195E-1	8.846398741E-2	-1.098461441E0	1.107675638E0
4.072038375E0	-1.356327452E-1	-3.823921162E-1	-1.270460798E0	1.333675602E0
4.082012375E0	3.594708847E-1	-6.063580173E-1	-1.144080248E0	1.343803920E0
4.091987375E0	3.370653775E-1	-8.756445175E-1	-7.214791685E-1	1.183595615E0
4.101962375E0	4.524517000E-2	-1.073196791E0	-8.206561321E-1	1.351767349E0
4.111937375E0	1.362634405E-1	-1.181443664E0	-8.648353547E-1	1.470481909E0
4.121911375E0	9.305193208E-2	-1.084199789E0	-1.025850717E0	1.495499094E0
4.131886375E0	7.355789982E-2	-8.182845014E-1	-9.258294153E-1	1.237804668E0
4.141861375E0	3.236587353E-2	-5.555033210E-1	-4.715516299E-1	7.293781112E-1
4.151836375E0	-1.968241493E-1	-3.202911776E-1	8.744511008E-2	3.859699878E-1
4.161810375E0	-5.115337942E-1	-1.558622110E-1	4.225589794E-1	6.815540642E-1
4.171785375E0	-6.517175735E-1	-8.682501286E-2	4.122544312E-1	7.760335653E-1
4.181760375E0	-6.965612590E-1	-1.451770091E-1	1.721630788E-1	7.320615256E-1
4.191735375E0	-6.708628924E-1	-2.597011596E-1	-1.684296316E-1	7.388303280E-1
4.201710375E0	-5.561468071E-1	-3.094925398E-1	-4.626685399E-1	7.868589969E-1
4.211684375E0	-3.946160860E-1	-3.128947422E-1	-5.644206172E-1	7.564361230E-1
4.221659375E0	-2.701936957E-1	-3.005995095E-1	-5.525419986E-1	6.845928414E-1
4.231634375E0	-1.903573481E-1	-3.166097707E-1	-4.355362898E-1	5.711125341E-1
4.241609375E0	-1.903553747E-1	-3.700419196E-1	-3.461142361E-1	5.412589541E-1
4.251583375E0	-1.646058449E-1	-3.805332863E-1	-3.116045541E-1	5.186502331E-1
4.261558375E0	-1.188078207E-1	-3.261951113E-1	-3.021852744E-1	4.602548087E-1
4.271533375E0	-1.553592043E-1	-2.983141252E-1	-3.410786140E-1	4.790223592E-1
4.281508375E0	-2.207152878E-1	-2.887159207E-1	-3.307331353E-1	4.913822626E-1
4.291482375E0	-1.622789454E-1	-1.106073931E-1	-3.270020270E-1	3.814430196E-1
4.301457375E0	-1.223059174E-1	-4.838746369E-2	-3.329135621E-1	3.579546394E-1
4.311432375E0	-4.062639588E-1	1.688383520E-2	6.818847477E-2	4.122925372E-1
4.321407375E0	-5.901623994E-1	-2.705565155E-2	5.075453353E-1	7.788619475E-1
4.331381375E0	-5.452540290E-1	-1.291363424E-1	5.608608323E-1	7.928070537E-1
4.341356375E0	-5.886158109E-1	-1.645880109E-1	2.791373044E-1	6.719192071E-1
