"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.124480833E-1	3.724626669E-1	6.677520275E-3	-1.737231159E-1	4.110386217E-1
2.224269583E-1	1.820381489E-1	1.107281381E-1	-2.136479409E-1	3.017350674E-1
2.324019583E-1	-7.777293831E-2	3.627764618E-1	-1.751603615E-1	4.102883662E-1
2.423769583E-1	1.154094189E-1	4.335242629E-2	-2.640602954E-1	2.914216987E-1
2.523519583E-1	-7.256399193E-3	-8.564913779E-1	-6.409396201E-1	1.069782096E0
2.623259583E-1	-1.625619799E0	-2.375288687E0	-1.730536682E0	3.358480800E0
2.723009583E-1	-6.162251937E-1	-4.860103324E0	-7.357247400E-1	4.953950818E0
2.822759583E-1	-2.111458808E-2	-9.966775546E0	-2.476406926E-1	9.969873947E0
2.922509583E-1	-1.883449557E-1	-9.845167494E0	-2.031457204E-1	9.849064168E0
3.022259583E-1	-1.863984359E-1	-9.739924044E0	-1.324558159E-1	9.742607931E0
3.121999583E-1	-2.007840300E-1	-9.773936713E0	-7.961451888E-2	9.776323008E0
3.221749583E-1	-2.209250566E-1	-9.768479506E0	-2.168849230E-2	9.771001491E0
3.321499583E-1	-2.554028714E-1	-9.766218388E0	4.006862998E-2	9.769639590E0
3.421249583E-1	-2.708424443E-1	-9.770742964E0	9.918631911E-2	9.774999315E0
3.520999583E-1	-2.946157613E-1	-9.768888227E0	1.538519382E-1	9.774540708E0
3.620739583E-1	-3.123904198E-1	-9.767835143E0	2.081445233E-1	9.775045540E0
3.720489583E-1	-3.374969386E-1	-9.765491579E0	2.598924001E-1	9.774777441E0
3.820239583E-1	-3.635764340E-1	-9.761709600E0	3.292638031E-1	9.774025619E0
3.919989583E-1	-3.846371912E-1	-9.753347497E0	3.829002758E-1	9.768436200E0
4.019729583E-1	-4.115656292E-1	-9.753282008E0	4.248236060E-1	9.771201118E0
4.119479583E-1	-4.340191932E-1	-9.745946676E0	4.790447637E-1	9.767360604E0
4.219229583E-1	-4.612552679E-1	-9.737633690E0	5.442447996E-1	9.763732314E0
4.318979583E-1	-4.909813793E-1	-9.735522260E0	5.954524485E-1	9.766064715E0
4.418729583E-1	-5.216041248E-1	-9.735875432E0	6.345668129E-1	9.770466536E0
4.518469583E-1	-5.448602191E-1	-9.728350650E0	6.846504807E-1	9.767621272E0
4.618219583E-1	-5.692962449E-1	-9.727006960E0	7.440651353E-1	9.772021057E0
4.717969583E-1	-6.039518150E-1	-9.718223273E0	7.978548416E-1	9.769605607E0
4.817719583E-1	-6.247308460E-1	-9.712181929E0	8.432282118E-1	9.768715385E0
4.917459583E-1	-6.659335434E-1	-9.697636396E0	8.892071342E-1	9.761060827E0
5.017209583E-1	-6.910471154E-1	-9.689264352E0	9.402031870E-1	9.759271071E0
5.116959583E-1	-7.114573333E-1	-9.686875180E0	9.973829627E-1	9.764040919E0
5.216709583E-1	-7.467911804E-1	-9.677737736E0	1.050083917E0	9.763144012E0
5.316459583E-1	-7.753855267E-1	-9.663033743E0	1.094982347E0	9.755738320E0
5.416199583E-1	-8.130486853E-1	-9.649765826E0	1.150902925E0	9.752107783E0
5.515949583E-1	-8.467672390E-1	-9.641693745E0	1.194955848E0	9.752291654E0
5.615699583E-1	-8.790666736E-1	-9.632609510E0	1.234280712E0	9.751070355E0
5.715449583E-1	-9.112132765E-1	-9.615192409E0	1.288656456E0	9.743863205E0
5.815199583E-1	-9.473427835E-1	-9.606747276E0	1.345053728E0	9.746600489E0
5.914939583E-1	-9.820888393E-1	-9.596356773E0	1.401809288E0	9.747801346E0
6.014689583E-1	-1.003186690E0	-9.589947640E0	1.461308215E0	9.752379247E0
6.114439583E-1	-1.044346922E0	-9.558420038E0	1.523478005E0	9.735247267E0
6.214189583E-1	-1.055084018E0	-9.155604182E0	1.530952939E0	9.342489343E0
6.313929583E-1	4.650269851E0	3.401867499E1	-8.999960657E0	3.549499330E1
6.413679583E-1	1.382901000E1	7.124908988E1	-4.096578465E1	8.334188526E1
6.513429583E-1	4.981373992E0	6.857833905E1	1.966571821E0	6.878713599E1
6.613179583E-1	1.380943119E1	6.346067815E1	2.539695785E1	6.973495199E1
6.712929583E-1	6.563151076E0	2.879626473E1	8.476914353E0	3.072715235E1
6.812669583E-1	8.949616715E-1	8.021399297E0	-2.374905109E-2	8.071206050E0
6.912419583E-1	7.085951212E-1	4.924700439E-1	1.985822609E0	2.165207894E0
7.012169583E-1	-1.818959739E0	-3.825512189E0	5.508785242E0	6.949091515E0
7.111919583E-1	-3.575894845E0	-4.658962614E0	6.975531222E0	9.118716599E0
7.211669583E-1	-3.669723068E0	-3.754293103E0	7.532014829E0	9.181112758E0
7.311409583E-1	-3.776834411E0	-2.798605173E0	8.087979788E0	9.354789475E0
7.411159583E-1	-3.792876832E0	-1.813398744E0	8.549267215E0	9.527029946E0
7.510909583E-1	-3.708110916E0	-7.845481136E-1	8.895125928E0	9.668964142E0
7.610659583E-1	-3.639406717E0	2.742582415E-1	9.144458220E0	9.845893305E0
7.710399583E-1	-3.570273917E0	1.348421139E0	9.291101711E0	1.004438482E1
7.810149583E-1	-3.497787154E0	2.423597505E0	9.345015963E0	1.026828434E1
7.909899583E-1	-3.430033712E0	3.508130879E0	9.310547796E0	1.052418233E1
8.009649583E-1	-3.357827908E0	4.576744038E0	9.158022591E0	1.077455206E1
8.109399583E-1	-3.299832884E0	5.611954100E0	8.897147895E0	1.102461639E1
8.209139583E-1	-3.233463478E0	6.514643744E0	8.509172273E0	1.119383232E1
8.308889583E-1	-3.134506077E0	6.928221985E0	8.172446326E0	1.116307606E1
8.408639583E-1	-3.753772116E-1	2.590511831E0	1.596721865E1	1.618035016E1
8.508389583E-1	2.070435182E0	-1.399493293E1	2.212191599E1	2.625878932E1
8.608139583E-1	-1.857546977E0	-1.961009482E1	8.166791484E0	2.132376099E1
8.707879583E-1	-1.882425710E0	-1.068997204E1	5.342932479E0	1.209817987E1
8.807629583E-1	-3.116206924E0	-8.178584733E0	6.951735978E0	1.117705806E1
8.907379583E-1	-5.175427292E0	-6.941954756E0	5.452202321E0	1.023241387E1
9.007129583E-1	-2.365722642E0	-2.524395025E-1	5.100613337E0	5.628199156E0
9.106869583E-1	-2.061149949E0	3.614102599E0	-6.064492339E0	7.354464225E0
9.206619583E-1	-1.481584927E1	-5.973856988E0	-5.264206152E1	5.501257127E1
9.306369583E-1	-1.665134990E1	-6.682458249E0	-3.751098769E1	4.158120848E1
9.406119583E-1	-7.148428127E0	-1.418508753E-1	-6.572294952E0	9.711601685E0
9.505869583E-1	-1.753806846E0	2.487500263E0	4.482150414E0	5.417856435E0
9.605609583E-1	6.362932764E-2	2.551433719E0	1.120846921E1	1.149537493E1
9.705359583E-1	5.390584655E-1	8.351509412E-1	1.539518087E1	1.542723744E1
9.805109583E-1	-4.732361762E-1	-3.061881320E-1	7.671785502E0	7.692463614E0
9.904859583E-1	-4.474741846E-1	1.011414088E-1	1.660149069E0	1.722369781E0
1.000460958E0	1.935786523E-2	4.180867365E-1	2.683515304E0	2.715957591E0
1.010434958E0	-3.212553104E-1	-1.118229927E-1	-3.037747815E0	3.056733737E0
1.020409958E0	-1.447321968E0	-7.648266247E-1	-1.054403139E1	1.067034669E1
1.030384958E0	-1.853887058E0	-1.807152164E-1	-6.931109340E0	7.177035035E0
1.040359958E0	-5.251038661E-1	8.439701504E-1	-4.146061814E-1	1.076994880E0
1.050333958E0	1.430712806E0	1.168235023E0	4.707381068E0	5.056792335E0
1.060308958E0	1.268626965E0	4.504196464E-1	2.447364975E0	2.793185915E0
1.070283958E0	5.594998929E-1	-5.999754891E-2	-1.466979868E0	1.571200105E0
1.080258958E0	-2.025490486E-1	-2.407366658E-1	-1.794303492E0	1.821676503E0
1.090233958E0	-5.763803659E-1	1.675219975E-1	2.551929563E-1	6.522280206E-1
1.100207958E0	-9.742009453E-4	4.326764166E-1	1.022365776E0	1.110153868E0
1.110182958E0	8.600726514E-1	2.804099509E-1	-1.347233570E-1	9.146065215E-1
1.120157958E0	3.919133567E-1	2.109341385E-1	-1.031554091E0	1.123473690E0
1.130132958E0	-4.300306246E-1	2.886289434E-1	-5.433653784E-1	7.506523427E-1
1.140107958E0	-2.327646451E-1	2.959140625E-1	-4.710049152E-2	3.794245230E-1
1.150081958E0	2.947727956E-1	2.940623955E-1	1.810543549E-1	4.540312466E-1
1.160056958E0	2.547615963E-1	3.058576182E-1	3.326434207E-1	5.187523483E-1
1.170031958E0	3.962789610E-2	2.975903130E-1	9.354843378E-2	3.144545659E-1
1.180006958E0	-1.075710436E-2	2.656512132E-1	-1.637828493E-1	3.122676802E-1
1.189981958E0	6.508639896E-2	2.047629140E-1	-2.765124893E-1	3.501760229E-1
1.199955958E0	1.718844407E-1	1.902209618E-1	-2.955241263E-1	3.912323919E-1
1.209930958E0	1.105596286E-1	1.680174029E-1	-1.548646760E-1	2.538431544E-1
1.219902458E0	-3.721664324E-1	2.082176683E-1	5.645387310E-1	7.075071940E-1
1.229877458E0	-7.234938998E-1	9.476153369E-1	2.450655788E0	2.725276507E0
1.239851458E0	-1.091676770E0	2.045989873E0	6.876041433E0	7.256567957E0
1.249826458E0	-1.712491736E0	1.519523972E0	7.372239661E-1	2.405219371E0
1.259801458E0	-1.253362077E0	1.938479166E-1	-2.900406075E0	3.165572446E0
1.269776458E0	-8.772655119E-1	-6.828213986E-1	-1.515512343E0	1.879525872E0
1.279751458E0	-1.080347132E0	-8.985941081E-1	-1.617340434E0	2.142524534E0
1.289725458E0	-2.685533763E0	-3.475948242E-1	-2.446793118E0	3.649617831E0
1.299700458E0	-5.078875144E0	4.566978018E-1	-1.984009972E0	5.471731095E0
1.309675458E0	-7.023145684E0	1.218773165E0	-1.061024058E0	7.206646611E0
1.319650458E0	-7.474263049E0	1.211396903E0	-6.727689385E-1	7.601625394E0
1.329625458E0	-6.071207281E0	6.758154110E-1	-1.298980007E0	6.245288895E0
1.339599458E0	-2.848605591E0	-6.471245856E-1	-1.908449328E0	3.489341325E0
1.349574458E0	2.132254869E0	-2.353174517E0	-1.087406695E-2	3.175540801E0
1.359549458E0	1.173096252E0	-1.807658825E0	-3.156034648E-2	2.155175468E0
1.369524458E0	-1.843072048E0	9.889399488E-1	2.295279481E0	3.105354198E0
1.379499458E0	6.253990366E-1	-4.530904352E-1	-3.183773839E-1	8.353317042E-1
1.389473458E0	1.730000200E0	-1.111513815E0	-1.701080164E0	2.668714555E0
1.399448458E0	1.322737244E0	-1.261033916E0	-4.932407069E-1	1.892914882E0
1.409423458E0	1.332797379E0	-1.679820565E0	-8.701364404E-1	2.314148528E0
1.419398458E0	1.021728868E0	-1.962422783E0	-1.919697032E0	2.929209749E0
1.429372458E0	6.213342715E-2	-1.179052591E0	-2.469365709E0	2.737113914E0
1.439347458E0	-1.810982529E0	5.918783745E-1	-2.833609822E0	3.414574988E0
1.449322458E0	-2.897772489E0	9.733581423E-1	-1.159444976E0	3.269376718E0
1.459297458E0	-2.099608841E0	6.529513360E-1	1.490733597E0	2.656499462E0
1.469272458E0	-7.850160371E-1	2.647712437E-1	2.623909957E0	2.751591804E0
1.479246458E0	-4.401044362E-2	3.747490379E-1	3.034219605E0	3.057590942E0
1.489221458E0	5.124875116E-1	1.640822852E0	2.742731227E0	3.236899390E0
1.499196458E0	8.712621025E-1	2.967410488E0	1.359628497E0	3.378344610E0
1.509171458E0	5.387185961E-1	4.559741796E0	1.961840254E-1	4.595644802E0
1.519146458E0	2.917153597E-1	5.569366490E0	5.525735736E-2	5.577274811E0
1.529120458E0	-4.714480611E-1	5.340438641E0	-1.084600031E-2	5.361218685E0
1.539095458E0	-2.083047918E-1	4.193436247E0	-1.758850070E0	4.552126098E0
1.549070458E0	-8.291968676E-1	3.308428291E0	-2.026698740E0	3.967464301E0
1.559045458E0	-1.602713624E0	2.810419472E0	-1.123519099E0	3.424827548E0
1.569019458E0	-1.984951666E0	2.544769648E0	-1.958647674E-1	3.233303061E0
1.578994458E0	-2.132528811E0	2.100878564E0	1.580081391E-1	2.997721875E0
1.588969458E0	-2.456216490E0	1.783105782E0	-1.131026924E-1	3.037310965E0
1.598944458E0	-2.860427492E0	1.529599747E0	-5.158355176E-1	3.284479731E0
1.608919458E0	-2.815062454E0	1.762281216E0	-1.261985843E0	3.552860815E0
1.618893458E0	-2.271875854E0	1.866817737E0	-1.118143753E0	3.145897934E0
1.628868458E0	-2.202584887E0	1.623206069E0	1.388830662E0	3.068391880E0
1.638843458E0	-2.615073353E0	7.501971835E-1	2.969859302E0	4.027588451E0
1.648818458E0	-2.342417395E0	2.351741949E0	1.732801309E0	3.744357064E0
1.658793458E0	-2.040664229E0	3.063571166E0	1.269027060E0	3.893611237E0
1.668767458E0	-2.461564354E0	3.319222836E0	6.234868509E-1	4.179147659E0
1.678742458E0	-2.738972636E0	4.475538383E0	-1.187440276E0	5.379816849E0
1.688717458E0	-2.365430574E0	4.367626848E0	1.377155526E0	5.154413975E0
1.698692458E0	-2.492097052E0	5.535694129E0	2.853923049E0	6.708154290E0
1.708667458E0	-2.841445091E0	5.408068122E0	2.693665486E0	6.676589307E0
1.718641458E0	-3.926340407E0	4.096412521E0	2.851725081E0	6.350518126E0
1.728616458E0	-5.503073097E0	3.949111218E0	2.873728153E0	7.357826203E0
1.738591458E0	-5.878515798E0	4.755125338E0	3.253826407E0	8.231376024E0
1.748566458E0	-5.319912575E0	5.641236956E0	2.798545239E0	8.243596282E0
1.758540458E0	-4.764522398E0	6.261353472E0	1.588646100E0	8.026768803E0
1.768515458E0	-3.984931846E0	6.632759839E0	6.031695306E-1	7.761249795E0
1.778490458E0	-2.805482376E0	6.294449882E0	3.392344022E-1	6.899703664E0
1.788465458E0	-2.083519058E0	6.333703995E0	-8.530748498E-1	6.721948725E0
1.798440458E0	-2.151710456E0	5.806947048E0	-2.135768607E0	6.550725108E0
1.808414458E0	-1.745079877E0	5.377373748E0	-9.025728460E-1	5.725040607E0
1.818389458E0	-1.351630676E0	5.688040409E0	-1.140321658E0	5.956596567E0
1.828364458E0	-8.996789128E-1	4.351891699E0	-1.448761406E0	4.674108804E0
1.838339458E0	-1.536240138E0	4.007392171E0	-2.087411257E0	4.772474361E0
1.848314458E0	-2.055968147E0	3.487752163E0	-3.055204969E0	5.072050628E0
1.858288458E0	-1.819766947E0	2.443413719E0	-2.731580002E0	4.091864080E0
1.868263458E0	-1.364386961E0	1.796343293E0	-1.891612855E0	2.943909000E0
1.878238458E0	-8.109363055E-1	1.434758202E0	-1.396678795E0	2.160291750E0
1.888213458E0	6.755820340E-1	1.036783256E0	-1.248374110E0	1.757773740E0
1.898188458E0	1.229091747E0	1.103684759E0	-5.015051615E-1	1.726352802E0
1.908162458E0	1.019861999E0	1.364155412E0	-5.477040124E-1	1.789138946E0
1.918137458E0	7.092824614E-1	1.527355294E0	-1.292494860E0	2.122837433E0
1.928112458E0	5.082388151E-1	1.600948642E0	-2.100906338E0	2.689823542E0
1.938087458E0	8.658203182E-1	1.935397829E0	-2.190562280E0	3.048601759E0
1.948061458E0	9.314781180E-1	1.718237356E0	-2.587943734E0	3.243060879E0
1.958036458E0	6.262870824E-1	9.536522216E-1	-2.715362749E0	2.945315421E0
1.968011458E0	4.247496387E-1	3.827050884E-1	-1.957320941E0	2.039112725E0
1.977986458E0	1.616690809E-1	1.838896698E-1	-1.586284118E0	1.605069969E0
1.987961458E0	-5.284023535E-1	5.021530330E-2	-2.176146555E0	2.239942957E0
1.997935458E0	-1.377300537E0	-5.932234168E-2	-3.097956010E0	3.390841687E0
2.007910458E0	-1.636606864E0	-3.523459062E-2	-3.415614771E0	3.787630891E0
2.017885458E0	-1.156889012E0	1.971485236E-1	-3.382510175E0	3.580312110E0
2.027860458E0	-7.841812009E-1	5.208171992E-1	-3.931545598E0	4.042677516E0
2.037835458E0	-4.162059065E-1	8.116376790E-1	-4.298516268E0	4.394226346E0
2.047809458E0	8.965608850E-4	9.980093457E-1	-4.291589071E0	4.406104880E0
2.057784458E0	2.779019705E-1	1.247564563E0	-4.014529282E0	4.213085829E0
2.067759458E0	5.794193466E-1	1.635938965E0	-3.427612672E0	3.841946344E0
2.077734458E0	8.985708654E-1	1.917576685E0	-2.755463539E0	3.475213556E0
2.087709458E0	1.081659467E0	1.948900804E0	-2.320726563E0	3.217759054E0
2.097683458E0	9.584307124E-1	1.715623358E0	-2.324395106E0	3.043807739E0
2.107658458E0	6.708794108E-1	1.356069005E0	-2.449379341E0	2.878968823E0
2.117633458E0	4.930022867E-1	1.288319948E0	-2.307254578E0	2.688167263E0
2.127608458E0	1.828126127E-1	1.383783638E0	-1.777419072E0	2.259977028E0
2.137582458E0	-2.140656880E-1	1.364303346E0	-1.205855497E0	1.833367180E0
2.147557458E0	-5.538508978E-1	1.372414019E0	-4.881378418E-1	1.558380444E0
2.157532458E0	-8.471015536E-1	1.444332579E0	-2.248921001E-1	1.689453787E0
2.167507458E0	-1.193318189E0	1.855353101E0	1.852807224E-1	2.213746232E0
2.177482458E0	-1.568949170E0	2.219546344E0	5.811606109E-1	2.779520665E0
2.187456458E0	-2.203920391E0	2.212861222E0	1.267582798E0	3.370576512E0
2.197431458E0	-2.624988184E0	2.026582672E0	9.213972259E-1	3.441885115E0
2.207406458E0	-1.720041368E0	1.373709470E0	6.386562824E-1	2.292051889E0
2.217381458E0	-1.762682627E0	1.015488866E0	-4.180115998E-2	2.034702685E0
2.227356958E0	-1.948202939E0	7.427773592E-1	-6.581415439E-1	2.186404169E0
2.237330958E0	-1.798835231E0	6.622053587E-1	-1.404835076E0	2.376528080E0
2.247305958E0	-1.489041998E0	5.995240840E-1	-1.926666328E0	2.507731712E0
2.257280958E0	-1.122289429E0	2.172649920E-1	-2.194855891E0	2.474697966E0
2.267255958E0	-1.789187763E0	-4.439787921E-1	-3.153940760E0	3.653170177E0
2.277230958E0	-1.364186987E0	7.169154167E-2	-2.854498415E0	3.164538989E0
2.287204958E0	-1.085109982E0	-3.539000961E-1	-2.576565052E0	2.818048335E0
2.297179958E0	-9.880504411E-1	-6.676923859E-1	-2.222464104E0	2.522182287E0
2.307154958E0	-5.817331995E-1	-7.659700477E-1	-1.511926830E0	1.791939276E0
2.317129958E0	-6.110514311E-1	-5.936315525E-1	-1.171793126E0	1.448751671E0
2.327103958E0	-6.246595100E-1	-5.110141960E-1	-8.893772882E-1	1.200969181E0
2.337078958E0	-5.481378027E-1	-3.702576819E-1	-5.339285570E-1	8.500738237E-1
2.347053958E0	-4.028893845E-1	1.299520290E-1	-1.410652471E-1	4.462138387E-1
2.357028958E0	-7.698020205E-2	7.146110290E-1	3.986865520E-2	7.198502511E-1
2.367003958E0	1.279293309E-1	1.030560357E0	1.002475888E-1	1.043297724E0
2.376977958E0	1.418076973E-1	1.000442226E0	2.774924827E-1	1.047853114E0
2.386952958E0	1.435697557E-1	6.524346614E-1	3.259676546E-1	7.433291155E-1
2.396927958E0	1.210977365E-1	2.050466502E-1	2.064458889E-1	3.151645532E-1
2.406902958E0	1.548484500E-1	-7.269813985E-2	6.435153186E-2	1.827681090E-1
2.416877958E0	2.313287882E-1	-2.292602625E-1	-2.287582791E-1	3.979995307E-1
2.426851958E0	3.208535336E-1	-3.461870340E-1	-5.575401986E-1	7.305090865E-1
2.436826958E0	4.701683249E-1	-3.999194375E-1	-7.222258580E-1	9.500547353E-1
2.446801958E0	4.730491018E-1	-2.266176134E-1	-8.609516340E-1	1.008151135E0
2.456776958E0	3.364207951E-1	-4.447246045E-2	-8.675724363E-1	9.315785975E-1
2.466751958E0	2.964933023E-1	-1.438239634E-2	-7.951026303E-1	8.487068541E-1
2.476725958E0	3.828955615E-1	9.393961251E-2	-5.308213466E-1	6.612147638E-1
2.486700958E0	5.308695131E-1	1.217425382E-1	-2.139969832E-1	5.851823599E-1
2.496675958E0	4.063206768E-1	1.171594906E-1	1.593565071E-1	4.519041214E-1
2.506650958E0	9.273771733E-2	-1.142148328E-1	5.913768661E-1	6.094029127E-1
2.516624958E0	-1.386540746E-1	-4.653872028E-1	7.040322465E-1	8.552611326E-1
2.526599958E0	-3.011727559E-1	-4.103350827E-1	5.682493740E-1	7.628808951E-1
2.536574958E0	-3.207420710E-1	-1.943395212E-1	3.301396430E-1	4.996353766E-1
2.546549958E0	-2.397905132E-1	-1.559379324E-1	8.752580166E-2	2.991268877E-1
2.556524958E0	-2.670968641E-1	-3.637032455E-1	-3.241947788E-1	5.556285092E-1
2.566498958E0	-3.107032058E-1	-5.054415071E-1	-5.457861257E-1	8.061576112E-1
2.576473958E0	-2.563667118E-1	-3.557168260E-1	-9.769399273E-1	1.070826771E0
2.586448958E0	-1.563698955E-1	-3.019753593E-1	-1.183860025E0	1.231732610E0
2.596423958E0	-4.630459777E-1	-2.154681426E-1	-1.102085545E0	1.214673062E0
2.606398958E0	-6.863688312E-1	3.052012682E-2	-7.331332541E-1	1.004747739E0
2.616372958E0	-8.159679077E-1	2.577698243E-1	-3.318405980E-1	9.178055846E-1
2.626347958E0	-1.037980620E0	3.357582325E-1	3.166851997E-2	1.091393720E0
2.636322958E0	-1.002114237E0	7.905786395E-2	2.930373055E-1	1.047069221E0
