"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.768627667E0	3.284961661E0	2.121582531E0	-3.647821738E0	5.347774208E0
1.778602667E0	2.550968866E0	2.611886328E0	-3.655620169E0	5.166522154E0
1.788577667E0	1.606164066E0	3.435159089E0	-4.987370312E0	6.265296769E0
1.798552667E0	1.593297561E0	2.891469775E0	-4.820387281E0	5.842544661E0
1.808526667E0	1.607599850E0	2.421717479E0	-4.676171554E0	5.505967057E0
1.818501667E0	1.402622489E0	1.531809264E0	-3.774263098E0	4.307998538E0
1.828476667E0	9.781269121E-1	5.447969230E-1	-2.851839686E0	3.063743713E0
1.838450667E0	6.479679734E-1	3.324503895E-1	-2.448197034E0	2.554222871E0
1.848425667E0	4.766737908E-1	4.457820003E-1	-1.726703832E0	1.845926764E0
1.858400667E0	4.604594618E-1	4.818005564E-1	-1.319597874E0	1.478341382E0
1.868374667E0	7.087386703E-1	2.728717205E-1	-1.403544595E0	1.595840503E0
1.878349667E0	9.525894901E-1	6.396430001E-2	-1.746242888E0	1.990196571E0
1.888324667E0	9.528597777E-1	1.909565415E-1	-1.823583425E0	2.066364601E0
1.898299667E0	9.307359602E-1	5.106738149E-1	-1.582144874E0	1.905318759E0
1.908273667E0	8.693672392E-1	8.836353225E-1	-1.281563491E0	1.782979462E0
1.918248667E0	5.556447505E-1	1.156744148E0	-1.025592270E0	1.642753060E0
1.928223667E0	1.962568963E-1	1.205134316E0	-9.801348460E-1	1.565736186E0
1.938197667E0	-1.419125817E-1	1.166503224E0	-1.479633243E0	1.889492918E0
1.948172667E0	-2.859178819E-1	1.178702416E0	-1.538080841E0	1.958770302E0
1.958147667E0	-3.566770850E-1	1.257852885E0	-1.524559155E0	2.008405597E0
1.968122667E0	-3.186787348E-1	1.260140023E0	-1.492630434E0	1.979256079E0
1.978096667E0	2.926363327E-2	9.592779008E-1	-1.316597668E0	1.629263598E0
1.988071667E0	6.064536193E-1	4.775775876E-1	-1.597948143E0	1.774628021E0
1.998046667E0	1.043220602E0	3.923788682E-2	-2.274831183E0	2.502939421E0
2.008020667E0	1.235558329E0	1.574737036E-1	-2.208797992E0	2.535782112E0
2.017995667E0	1.084124360E0	5.167835706E-1	-1.583362849E0	1.987316985E0
2.027970667E0	3.462288781E-1	4.797888219E-1	-1.017006803E0	1.176594487E0
2.037945667E0	-1.140382834E-1	8.548608819E-1	-4.768041837E-1	9.854613575E-1
2.047919667E0	-2.084152311E-1	8.771083680E-1	-3.075436628E-1	9.525434910E-1
2.057894667E0	-3.339468382E-1	5.541917905E-1	-5.149268603E-1	8.269212193E-1
2.067869667E0	-2.820493457E-1	4.482643627E-1	-6.576954013E-1	8.444264404E-1
2.077843667E0	-3.900595335E-2	3.789973690E-1	-8.432404178E-1	9.253187950E-1
2.087818667E0	3.720265377E-1	1.733898246E-1	-7.855634826E-1	8.863282469E-1
2.097793667E0	3.956783789E-1	6.903456688E-2	-5.975024092E-1	7.199557486E-1
2.107768667E0	-1.050153353E-1	-4.063882121E-1	1.388530700E0	1.450585090E0
2.117742667E0	4.557303800E-1	-5.564341977E-1	6.565335596E-1	9.738303294E-1
2.127717667E0	4.736569930E-1	-4.389767915E-2	9.477570587E-1	1.060434532E0
2.137692667E0	3.443455996E-1	6.584814133E-1	6.932219142E-1	1.016232398E0
2.147666667E0	-7.042934708E-2	1.336502613E0	3.407698810E-1	1.381058884E0
2.157641667E0	-6.049038879E-1	1.161388591E0	1.047727489E-1	1.313662629E0
2.167616667E0	-3.857534612E-1	7.195726839E-1	-5.357628286E-2	8.182059632E-1
2.177591667E0	-4.248740382E-1	2.304530945E-1	-2.599783176E-1	5.488308508E-1
2.187565667E0	-4.779621517E-1	-1.322722042E-1	-5.930374753E-1	7.730699849E-1
2.197540667E0	-4.329892427E-2	-4.883641291E-1	-8.379416710E-1	9.708349826E-1
2.207515667E0	3.251850779E-1	-9.218635413E-1	-6.678409052E-1	1.183887325E0
2.217489667E0	8.142186400E-1	-1.165672261E0	-3.511352402E-1	1.464595429E0
2.227464667E0	6.337604088E-1	-7.713190806E-1	8.035927874E-1	1.281540771E0
2.237439667E0	4.675622939E-1	-5.723947576E-1	6.810176057E-1	1.005005093E0
2.247414667E0	3.868840934E-1	-1.845653155E-1	-1.310185611E-1	4.482293172E-1
2.257388667E0	1.719227582E-2	4.431312382E-1	-1.091930686E0	1.178547195E0
2.267363667E0	-1.590428039E-1	5.900969106E-1	-2.063474802E0	2.152077424E0
2.277338667E0	-1.176992251E-1	7.075619182E-1	-3.134078354E0	3.215111834E0
2.287312667E0	3.134027191E-1	6.649231446E-1	-3.825342620E0	3.895329282E0
2.297287667E0	-8.504541278E-2	1.429264450E0	-1.696985943E0	2.220313240E0
2.307266083E0	-1.720274380E0	2.157453007E0	1.781755368E0	3.284600373E0
2.317240083E0	-3.050056788E0	1.939599200E0	1.950708325E0	4.107329356E0
2.327215083E0	-2.666927338E0	1.614357477E0	5.565777469E-1	3.166769692E0
2.337190083E0	-2.258503126E0	1.473162130E0	-1.852824765E-1	2.702845283E0
2.347165083E0	-2.145000484E0	1.504530687E0	-7.712927681E-1	2.731214418E0
2.357139083E0	-1.654253322E0	1.322108961E0	-1.095441354E0	2.384222707E0
2.367114083E0	-1.096608897E0	9.673484471E-1	-7.808155435E-1	1.657705343E0
2.377089083E0	-4.528693374E-1	4.765486604E-1	-6.465652263E-1	9.220823468E-1
2.387063083E0	-1.243118048E-3	-5.253986388E-2	-8.479216987E-1	8.495488154E-1
2.397038083E0	3.305284828E-2	-4.003974473E-1	-5.998985982E-1	7.220034174E-1
2.407013083E0	-6.942693332E-2	-7.219478229E-1	-1.956642079E-1	7.512078542E-1
2.416988083E0	-1.359859353E-1	-1.116155992E0	-4.131081247E-1	1.197895946E0
2.426962083E0	-4.218441573E-1	-1.164720627E0	-9.498924619E-1	1.561032453E0
2.436937083E0	-6.832203980E-1	-9.159289098E-1	-1.009483775E0	1.524720752E0
2.446912083E0	-8.260794977E-1	-6.165874287E-1	-8.744622105E-1	1.351766086E0
2.456886083E0	-9.757903647E-1	-3.319212896E-1	-7.337782019E-1	1.265215013E0
2.466861083E0	-1.027533253E0	-4.273466796E-1	-5.021179497E-2	1.113988777E0
2.476836083E0	-1.102295899E0	-6.034104359E-1	-9.412321508E-2	1.260166490E0
2.486811083E0	-3.478037891E-1	-3.539910203E-1	-4.812714565E-1	6.913026349E-1
2.496785083E0	-2.374276534E-1	-5.560883349E-1	3.750000662E-1	7.114992456E-1
2.506760083E0	-1.758972569E-1	-6.518458468E-1	3.292374176E-1	7.511591909E-1
2.516735083E0	-2.174010859E-1	-6.658902740E-1	1.463511300E-1	7.156058569E-1
2.526709083E0	-4.516120398E-1	-6.189295310E-1	-2.120709103E-1	7.949850752E-1
2.536684083E0	-6.070200683E-1	-3.230481398E-1	-4.347884309E-1	8.135566628E-1
2.546659083E0	-6.552892721E-1	2.213866943E-1	-4.438013291E-1	8.218124593E-1
2.556634083E0	-6.103974201E-1	5.380707246E-1	-2.111640072E-1	8.406517430E-1
2.566608083E0	-4.880495489E-1	3.399451312E-1	1.018111342E-1	6.034240312E-1
2.576583083E0	-4.375718518E-1	-3.586799026E-2	6.333528578E-2	4.435842610E-1
2.586558083E0	-3.415250489E-1	-2.668286231E-1	7.929701507E-2	4.405960619E-1
2.596532083E0	-2.113357691E-1	-4.278232276E-1	-1.577549547E-1	5.025755139E-1
2.606507083E0	-5.949965850E-2	-5.531726208E-1	-3.896064109E-1	6.792152186E-1
2.616482083E0	-1.461786371E-1	-5.700766289E-1	-5.780580783E-1	8.249282991E-1
2.626457083E0	-4.479405731E-1	-5.453724352E-1	-5.269271010E-1	8.807576397E-1
2.636431083E0	-7.279767407E-1	-3.935298926E-1	-1.166375096E0	1.430121246E0
2.646406083E0	-8.309269126E-1	-3.042563581E-1	-7.312194604E-1	1.147908256E0
2.656381083E0	-8.226357070E-1	-1.846424988E-1	-3.323779571E-1	9.062546359E-1
2.666355083E0	-5.592902702E-1	-1.230084604E-1	-1.052703470E-1	5.822529808E-1
2.676330083E0	-2.490564497E-1	1.297915229E-1	-6.216467321E-2	2.876445743E-1
2.686305083E0	1.599716341E-1	2.759061331E-1	3.055374831E-1	4.416653389E-1
2.696280083E0	4.502391136E-1	3.601756203E-1	6.281657928E-1	8.526628877E-1
2.706254083E0	4.353768070E-1	3.696329069E-1	6.165976614E-1	8.404606629E-1
2.716229083E0	2.019103499E-1	1.561446315E-1	3.519637907E-1	4.347728663E-1
2.726204083E0	-8.252307013E-2	-6.162029743E-2	-2.186273932E-2	1.052857898E-1
2.736178083E0	-1.931481510E-3	-1.664608741E-1	-1.302975994E-1	2.114010824E-1
2.746153083E0	1.865353887E-1	-1.602148783E-1	2.792630196E-3	2.459106692E-1
2.756128083E0	2.659921789E-1	-1.257969975E-1	5.196654439E-2	2.987929811E-1
2.766103083E0	1.488769810E-1	-9.653811514E-2	1.222886682E-1	2.154958967E-1
2.776077083E0	-6.720935851E-2	-1.208648711E-1	1.344900531E-1	1.929066855E-1
2.786052083E0	-1.680223730E-1	-1.964915890E-1	1.132447797E-1	2.822496103E-1
2.796027083E0	-2.724264550E-1	-1.551582062E-1	1.106714201E-1	3.324731652E-1
2.806001083E0	-4.558840156E-1	-1.164373595E-1	8.639261127E-2	4.783843409E-1
2.815976083E0	-6.098701474E-1	-6.650681555E-2	9.843495190E-2	6.213325945E-1
2.825951083E0	-6.565215728E-1	1.069560993E-1	1.620813096E-1	6.846389805E-1
2.835925083E0	-6.771891412E-1	2.251575637E-1	1.532952833E-1	7.299181498E-1
2.845900083E0	-6.353385723E-1	2.116586816E-1	9.983185172E-2	6.770678677E-1
2.855875083E0	-5.476268291E-1	9.967982411E-2	1.967821956E-1	5.903849963E-1
2.865850083E0	-4.591613799E-1	9.653753042E-4	3.348261863E-1	5.682769394E-1
2.875824083E0	-4.211562324E-1	-9.872555852E-2	4.904445684E-1	6.539535019E-1
2.885799083E0	-4.697053716E-1	-1.510382581E-1	-1.914524585E-1	5.292350473E-1
2.895774083E0	-3.441372925E-1	7.810125947E-3	-1.298540881E0	1.343391192E0
2.905748083E0	-1.162993652E-1	1.230733645E-1	-1.059504367E0	1.072950184E0
2.915723083E0	-6.726929247E-2	-9.160072625E-2	-2.203330261E-1	2.479163027E-1
2.925698083E0	-2.775044695E-1	-2.063804001E-1	1.781792790E-1	3.890365735E-1
2.935673083E0	-3.929475099E-1	-3.803789198E-2	7.584072590E-2	4.020030379E-1
2.945647083E0	-3.903396517E-1	1.273833472E-1	-1.386959553E-3	4.106013693E-1
2.955622083E0	-2.397373036E-1	3.868804389E-1	1.959723562E-1	4.955356830E-1
2.965597083E0	-8.160754234E-2	5.077453101E-1	4.691905242E-1	6.961356469E-1
