"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
3.543713333E-1	-1.319178629E0	-9.691418467E0	-7.910931945E-2	9.781108446E0
3.643463333E-1	-1.373957684E0	-9.694515152E0	-6.813292623E-2	9.791630398E0
3.743213333E-1	-1.437500985E0	-9.683742827E0	-4.833776236E-2	9.789975524E0
3.842963333E-1	-1.504742357E0	-9.668531295E0	-3.093060136E-2	9.784973360E0
3.942713333E-1	-1.563820431E0	-9.646912385E0	-1.064147567E-4	9.772842622E0
4.042463333E-1	-1.617010651E0	-9.650363996E0	1.957881689E-2	9.784918601E0
4.142213333E-1	-1.678963655E0	-9.643214021E0	3.501546621E-2	9.788346218E0
4.241963333E-1	-1.744497056E0	-9.629816880E0	6.170447906E-2	9.786748723E0
4.341713333E-1	-1.810380996E0	-9.622163460E0	8.442443848E-2	9.791355191E0
4.441463333E-1	-1.864949259E0	-9.606029238E0	9.194746614E-2	9.785820752E0
4.541213333E-1	-1.918771125E0	-9.596212347E0	1.202246010E-1	9.786900837E0
4.640963333E-1	-1.985363310E0	-9.588360121E0	1.506535296E-1	9.792906299E0
4.740703333E-1	-2.045133695E0	-9.561361188E0	1.666573588E-1	9.779057944E0
4.840453333E-1	-2.093747446E0	-9.545507632E0	1.828775350E-1	9.774146434E0
4.940203333E-1	-2.157790391E0	-9.541342660E0	2.152652442E-1	9.784662399E0
5.039953333E-1	-1.570388462E0	-4.060427002E0	-2.011205957E0	4.795637263E0
5.139703333E-1	1.089995023E1	5.587811181E1	-4.565696835E1	7.297760651E1
5.239453333E-1	2.516677402E1	7.071132380E1	-1.085394200E1	7.583710098E1
5.339203333E-1	3.363628112E1	6.826077443E1	4.337191389E1	8.759027142E1
5.438953333E-1	1.668154142E1	4.818926647E1	7.315998217E-1	5.100014181E1
5.538703333E-1	3.722494774E0	1.393319920E1	-5.102997832E0	1.529809119E1
5.638453333E-1	1.339312639E0	4.000540404E0	-1.369078183E0	4.435364352E0
5.738203333E-1	-3.012108359E-1	-8.511049229E-1	1.836244693E0	2.046192105E0
5.837953333E-1	-2.109909588E0	-4.981792653E0	4.783242259E0	7.221452971E0
5.937704583E-1	-2.845212159E0	-6.280860368E0	6.101770093E0	9.207390372E0
6.037454583E-1	-2.926674106E0	-5.807848104E0	6.593582910E0	9.261309654E0
6.137204583E-1	-2.864443652E0	-5.198967013E0	7.111985355E0	9.263618684E0
6.236944583E-1	-2.819337645E0	-4.597429440E0	7.589429224E0	9.310448870E0
6.336694583E-1	-2.755522596E0	-3.954440956E0	8.021530275E0	9.358175890E0
6.436444583E-1	-2.693152393E0	-3.286200101E0	8.420007496E0	9.431262225E0
6.536194583E-1	-2.599738153E0	-2.601302868E0	8.741786206E0	9.483893775E0
6.635944583E-1	-2.507458857E0	-1.888208022E0	9.010372210E0	9.541461461E0
6.735694583E-1	-2.415520600E0	-1.167049573E0	9.238991325E0	9.620587569E0
6.835444583E-1	-2.322940027E0	-4.249351417E-1	9.415567297E0	9.707189489E0
6.935194583E-1	-2.221527965E0	3.287341916E-1	9.524992676E0	9.786150323E0
7.034944583E-1	-2.114365313E0	1.081078400E0	9.576696095E0	9.866730932E0
7.134694583E-1	-2.016469474E0	1.830061555E0	9.571845830E0	9.951658507E0
7.234444583E-1	-1.908097033E0	2.567794814E0	9.503536903E0	1.002754298E1
7.334194583E-1	-1.735464131E0	3.242326103E0	9.467838482E0	1.015699167E1
7.433944583E-1	-7.412124981E-1	2.710134169E0	1.217300252E1	1.249304660E1
7.533694583E-1	2.294740075E0	-6.906088520E0	2.521401016E1	2.624321244E1
7.633444583E-1	-2.957204466E0	-1.042880265E1	4.268969117E0	1.165028241E1
7.733194583E-1	-5.712054924E0	-2.168427792E0	-2.354908100E1	2.432876623E1
7.832944583E-1	-8.414832711E0	-4.848901813E0	-6.328143059E1	6.402234544E1
7.932684583E-1	-2.477153323E0	-4.398984296E0	-3.721366145E1	3.755454633E1
8.032434583E-1	1.197636212E0	-6.893124658E-1	5.616481014E0	5.783972956E0
8.132184583E-1	5.074431187E-1	-4.592415599E-1	9.410840993E0	9.435694438E0
8.231934583E-1	-9.364664873E-2	-1.237913441E0	6.314744398E0	6.435619333E0
8.331684583E-1	-1.370578286E0	-1.799873258E0	-1.302616391E0	2.610524476E0
8.431434583E-1	-8.735738723E-1	-6.869474132E-1	3.138004174E0	3.328978561E0
8.531184583E-1	-2.563331999E-1	-5.527719038E-1	5.583063008E0	5.616213674E0
8.630934583E-1	-1.135302814E-2	-8.698350164E-1	3.695081273E0	3.796098980E0
8.730684583E-1	-2.545779754E-1	-1.044197964E0	6.567499065E-1	1.259555387E0
8.830434583E-1	-6.555478652E-1	-1.393444700E0	-1.718511883E0	2.307534231E0
8.930184583E-1	-7.122824485E-1	-1.866790255E0	-1.682783641E0	2.612281173E0
9.029934583E-1	-4.452354684E-1	-1.871616547E0	-5.973193914E-1	2.014441257E0
9.129684583E-1	-3.283774749E-1	-1.794243851E0	-1.825130013E0	2.580357015E0
9.229434583E-1	-2.920584085E-1	-1.816305980E0	-2.198162491E0	2.866388645E0
9.329184583E-1	-1.716131299E-1	-1.768178279E0	-1.156105047E0	2.119548153E0
9.428934583E-1	-7.862444823E-2	-1.553958371E0	-3.983637857E-1	1.606132662E0
9.528674583E-1	-3.465807571E-2	-1.298772870E0	3.731938612E-1	1.351771359E0
9.628424583E-1	-9.349259287E-3	-1.127362254E0	1.277323090E0	1.703698136E0
9.728174583E-1	-9.649349358E-3	-9.780975299E-1	1.614047867E0	1.887304534E0
9.827924583E-1	-3.463208758E-2	-8.818633237E-1	1.193454137E0	1.484323105E0
9.927674583E-1	-7.480286339E-2	-7.525058104E-1	4.750663912E-1	8.930557313E-1
1.002742458E0	-1.580034842E-2	-3.317442651E-1	-2.251259887E-1	4.012301325E-1
1.012717458E0	1.840242836E-1	2.798066644E-1	-7.818095702E-1	8.505192005E-1
1.022692458E0	3.280265689E-1	3.769322055E-1	-1.257828473E0	1.353444415E0
1.032667458E0	2.477258792E-1	1.710564932E-1	-1.285274718E0	1.320060429E0
1.042642458E0	3.737901585E-2	7.712418973E-2	-8.308098221E-1	8.352187090E-1
1.052617458E0	-6.584783435E-2	1.476166137E-1	-2.066885483E-1	2.623866573E-1
1.062592458E0	-5.583728238E-2	2.649687700E-1	3.740358603E-1	4.617673397E-1
1.072567458E0	-1.469361211E-2	3.815518713E-1	7.361860853E-1	8.293176020E-1
1.082542458E0	1.781116705E-2	4.506566779E-1	7.772645295E-1	8.986372058E-1
1.092517458E0	-3.507815476E-3	3.951261093E-1	5.342910844E-1	6.645328509E-1
1.102492458E0	-8.471464310E-3	2.753489665E-1	5.409843922E-2	2.807409129E-1
1.112467458E0	6.380854480E-2	1.957171983E-1	-3.952296782E-1	4.456268064E-1
1.122441458E0	1.402582399E-1	1.388141421E-1	-6.709446073E-1	6.993628571E-1
1.132416458E0	1.329559447E-1	1.026783494E-1	-7.236876619E-1	7.429293093E-1
1.142391458E0	8.186498428E-2	1.027423764E-1	-6.004441434E-1	6.146470865E-1
1.152366458E0	3.410253312E-2	1.257038806E-1	-3.136580962E-1	3.396260439E-1
1.162341458E0	-1.111705987E-2	1.974256817E-1	5.145783663E-2	2.043242466E-1
1.172316458E0	-2.115284852E-2	2.844770548E-1	2.864176726E-1	4.042396825E-1
1.182291458E0	5.523005817E-3	2.832157373E-1	4.063031352E-1	4.953018222E-1
1.192266458E0	5.681120467E-3	2.773550731E-1	3.195053118E-1	4.231332603E-1
1.202241458E0	-2.151934103E-2	2.349144470E-1	1.505880225E-1	2.798653818E-1
1.212216458E0	-1.197574085E0	2.874991883E-1	6.306327331E-1	1.383667994E0
1.222191458E0	-1.052322816E0	2.294898389E-1	1.167537523E0	1.588456094E0
1.232166458E0	5.989885522E-1	2.666193659E-1	-3.151777875E-1	7.274683565E-1
1.242141458E0	8.711821418E-1	7.008255603E-1	-1.184456441E0	1.628819159E0
1.252116458E0	7.756892165E-1	8.749416822E-1	-5.585956210E-1	1.295857159E0
1.262091458E0	5.190662505E-1	5.127912745E-1	2.177643442E-1	7.614499151E-1
1.272066458E0	1.147237817E0	3.515528410E-1	8.782406813E-1	1.486960223E0
1.282040458E0	1.957240103E0	1.074738044E0	3.647668540E-2	2.233199775E0
1.292015458E0	2.570175215E0	1.684238721E0	-4.823894441E-2	3.073237332E0
1.301990458E0	9.137068947E-1	1.758153082E0	-7.142999572E-1	2.106225766E0
1.311965458E0	2.273729641E-1	9.205451404E-1	-1.364320303E0	1.661466735E0
1.321940458E0	-5.083199452E-1	-5.636460073E-2	-9.265714270E-1	1.058348121E0
1.331915458E0	-4.312550681E-1	-6.626949900E-1	2.141601205E-2	7.909514708E-1
1.341890458E0	2.631642462E-1	-9.050400786E-1	2.326057470E-1	9.708029655E-1
1.351865458E0	1.352234108E0	-8.106158050E-1	6.135372287E-1	1.691763281E0
1.361840458E0	1.985450141E0	-6.863079471E-1	5.762968969E-1	2.178336286E0
1.371815458E0	1.160619974E0	-7.967445284E-1	6.378926361E-1	1.545557370E0
1.381790458E0	-6.437475993E-1	-9.170238009E-1	1.681859781E0	2.020889890E0
1.391765458E0	-1.568714404E0	-6.149106666E-1	1.769084451E0	2.443079983E0
1.401740458E0	-2.082346691E0	-1.766004211E-1	4.751786578E-1	2.143163598E0
1.411715458E0	-2.224829011E0	2.313866391E-1	-8.574520755E-1	2.395543355E0
1.421690458E0	-1.982770947E0	6.807514112E-1	-1.767105753E0	2.741799748E0
1.431665458E0	-1.300637985E0	1.100450444E0	-1.932849759E0	2.576540033E0
1.441640458E0	-2.882639310E-1	1.212173925E0	-1.639558100E0	2.059274746E0
1.451614458E0	6.460641930E-1	7.641920556E-1	-1.215291148E0	1.574268406E0
1.461589458E0	6.475677314E-1	3.460333618E-1	-4.375459778E-1	8.547102064E-1
1.471564458E0	3.038289998E-1	2.302524985E-1	3.130254275E-1	4.932678708E-1
1.481539458E0	4.087077660E-1	3.169704708E-1	6.749183750E-1	8.503100201E-1
1.491514458E0	1.812940469E0	7.738599882E-1	5.856670600E-1	2.056360457E0
1.501489458E0	4.754626278E0	1.465380655E0	1.529713476E-1	4.977671317E0
1.511464458E0	7.270040272E0	1.803503501E0	-2.865334475E-1	7.495879658E0
1.521439458E0	7.433716702E0	1.582344702E0	-5.063864172E-1	7.617111392E0
1.531414458E0	5.511324103E0	1.177317576E0	-2.831771457E-1	5.642779399E0
1.541389458E0	2.375660716E0	5.752098630E-1	-1.923511755E-1	2.451862394E0
1.551364458E0	-1.532461082E0	-9.567372125E-1	-1.307261419E0	2.229958627E0
1.561339458E0	-8.342913712E0	-3.408091158E0	-2.225935596E0	9.282999722E0
1.571314458E0	-9.743393782E0	-2.978626325E0	-2.533649413E0	1.049882453E1
1.581289458E0	-1.626870519E0	-3.457999848E-1	-1.697415129E0	2.376447650E0
1.591264458E0	2.976033377E0	1.190190806E0	-3.567402057E0	4.795798813E0
1.601243208E0	1.434016921E0	1.590358750E0	-4.414560109E0	4.906524885E0
1.611217208E0	8.092980619E-1	2.224702418E0	-2.238331693E0	3.257973753E0
1.621192208E0	2.779924781E0	3.118195562E0	-2.014001511E0	4.637599318E0
1.631167208E0	3.946693395E0	3.236081569E0	-2.890320797E0	5.865370149E0
1.641142208E0	3.858374126E0	2.542266455E0	-1.600302233E0	4.889901518E0
1.651117208E0	2.654662219E0	1.984235967E0	-1.108782946E0	3.494828106E0
1.661092208E0	2.629603391E0	1.913607449E0	-1.963824214E0	3.799120031E0
1.671067208E0	2.425236772E0	1.873764668E0	-4.333488464E-1	3.095247753E0
1.681042208E0	1.225005128E0	2.364745134E0	2.079833558E0	3.379107092E0
1.691017208E0	8.355951834E-1	2.621788295E0	-2.456426990E-1	2.762667825E0
1.700992208E0	3.948326522E-1	2.044062046E0	-1.527364064E0	2.582038624E0
1.710967208E0	8.369815582E-1	1.806900734E0	-3.027536237E-1	2.014221474E0
1.720942208E0	1.200575753E0	1.611490733E0	-5.029260349E-1	2.071525795E0
1.730917208E0	1.943460116E0	1.415376436E0	-1.026678098E0	2.614267698E0
1.740892208E0	3.100659177E0	1.253927941E0	-1.490758740E0	3.661800682E0
1.750867208E0	4.386933477E0	1.285324127E0	-1.837987456E0	4.927011400E0
1.760842208E0	4.671630607E0	1.610549332E0	-2.148288081E0	5.388241211E0
1.770816208E0	3.858923180E0	1.900993689E0	-2.154170964E0	4.810978867E0
1.780791208E0	3.307855264E0	1.964687702E0	-2.121534730E0	4.393496765E0
1.790766208E0	2.953313436E0	1.758598786E0	-1.934138485E0	3.944061564E0
1.800741208E0	3.278248472E0	1.686987789E0	-2.129213294E0	4.257509847E0
1.810716208E0	3.473182363E0	1.618009063E0	-2.304460779E0	4.471184243E0
1.820691208E0	3.599101567E0	1.564858458E0	-1.995323750E0	4.402684516E0
1.830666208E0	4.182260172E0	1.422657097E0	-1.919485947E0	4.816604578E0
1.840641208E0	4.824424199E0	1.516784405E0	-2.316570655E0	5.562571652E0
1.850616208E0	4.543851403E0	1.757785584E0	-2.513739936E0	5.482269986E0
1.860591208E0	3.571681049E0	1.920288478E0	-2.680353422E0	4.860936929E0
1.870566208E0	2.621321395E0	1.890087024E0	-2.279639495E0	3.954808597E0
1.880541208E0	1.489255421E0	1.643036608E0	-1.662155249E0	2.771319375E0
1.890516208E0	6.758521754E-1	1.349087429E0	-1.452776982E0	2.094605933E0
1.900491208E0	2.546824944E-1	9.475468513E-1	-1.730880498E0	1.989637029E0
1.910466208E0	-3.973744369E-1	3.925639325E-1	-2.100952531E0	2.173939839E0
1.920441208E0	-1.035622584E0	3.506370574E-2	-2.256314805E0	2.482881411E0
1.930415208E0	-1.311212967E0	-1.908121884E-2	-2.215225544E0	2.574270333E0
1.940390208E0	-1.760894256E0	7.942331493E-2	-2.235679689E0	2.846984425E0
1.950365208E0	-2.277263625E0	-2.383529752E-2	-2.463384300E0	3.354811462E0
1.960340208E0	-2.803173895E0	-3.332377902E-1	-2.003425067E0	3.461581042E0
1.970315208E0	-2.577509378E0	-5.386183164E-1	-2.038950410E0	3.330312757E0
1.980290208E0	-1.892822059E0	-7.828035969E-1	-2.214144101E0	3.016287606E0
1.990265208E0	-1.978144630E0	-6.493236503E-1	-1.920234391E0	2.832309570E0
2.000240208E0	-1.952769468E0	3.193281412E-2	-1.795606837E0	2.653023221E0
2.010215208E0	-1.937325218E0	6.152643500E-1	-1.953131411E0	2.818953978E0
2.020190208E0	-1.811107805E0	1.040968254E0	-2.085234046E0	2.951597435E0
2.030165208E0	-1.794536211E0	1.072538103E0	-2.492478583E0	3.253175016E0
2.040140208E0	-2.042490315E0	6.761924833E-1	-2.805787016E0	3.535738075E0
2.050115208E0	-2.057625833E0	4.128603490E-1	-2.588202766E0	3.332127142E0
2.060090208E0	-1.917649922E0	5.200390810E-1	-2.438760213E0	3.145691219E0
2.070065208E0	-1.699596140E0	8.223239042E-1	-2.595365605E0	3.209480685E0
2.080040208E0	-1.228194784E0	1.114078477E0	-2.982413274E0	3.412392448E0
2.090014208E0	-5.355540830E-1	1.425970421E0	-4.093647373E0	4.367855152E0
2.099989208E0	5.088106728E-1	1.473074567E0	-4.244127222E0	4.521222496E0
2.109964208E0	7.521326119E-1	1.270533303E0	-4.965454947E0	5.180318636E0
2.119939208E0	5.776204142E-1	9.762164806E-1	-5.712389385E0	5.823919337E0
2.129914208E0	4.575680137E-2	4.036599744E-1	-6.379404078E0	6.392325981E0
2.139889208E0	-5.462322682E-1	1.730043469E-1	-7.347943311E0	7.370249052E0
2.149864208E0	-8.689319140E-1	3.732508716E-1	-7.679716666E0	7.737726213E0
2.159839208E0	-1.684992719E0	4.190434872E-1	-6.104781994E0	6.346901693E0
2.169814208E0	-4.747611081E0	6.323765921E-1	1.371594824E0	4.982066187E0
2.179789208E0	-5.002594707E0	1.571200202E0	6.769083579E0	8.562424679E0
2.189764208E0	-2.500080840E-1	2.566059068E0	3.600997235E0	4.428808447E0
2.199739208E0	2.269712238E-1	1.987004478E0	-1.843682644E0	2.720086105E0
2.209714208E0	-1.125135123E-1	3.092998009E-1	-5.819998033E0	5.829296935E0
2.219689208E0	-2.203189196E-1	-1.449414979E0	-3.789603853E0	4.063304268E0
2.229664208E0	-7.750235841E-2	-3.120818038E0	-8.723811865E-2	3.122998932E0
2.239639208E0	-1.604478168E-1	-2.340114469E0	2.248353821E0	3.249149755E0
2.249613208E0	1.506788005E-1	-7.562774107E-1	1.820075095E0	1.976697492E0
2.259588208E0	7.679249181E-1	-2.568156318E-1	2.590603048E-1	8.501618611E-1
2.269563208E0	6.884999952E-1	3.288477737E-1	-3.805578446E-1	8.526414104E-1
2.279538208E0	-1.900593594E-2	6.671145348E-1	-3.686745483E-1	7.624460313E-1
2.289513208E0	-4.999284598E-1	1.108604606E0	-3.668788683E-1	1.270249086E0
2.299488208E0	-3.405880326E-1	1.486744773E0	-8.351905560E-1	1.738951837E0
2.309463208E0	-1.797567116E-1	1.186032193E0	-1.817323980E0	2.177533303E0
2.319438208E0	-3.163149248E-1	1.261465587E0	-1.775896457E0	2.201172139E0
2.329413208E0	-1.594339827E-1	1.670083781E0	-4.473798251E-1	1.736302894E0
2.339388208E0	-1.797726452E-1	1.405427399E0	-2.540702909E-1	1.439477714E0
2.349363208E0	7.937068999E-2	1.189130486E0	-2.516717631E-1	1.218059808E0
2.359338208E0	1.047425773E0	1.198146016E0	1.402483910E-1	1.597599523E0
2.369313208E0	1.559607073E0	1.627502603E0	1.076517425E0	2.498004946E0
2.379288208E0	1.841670909E0	1.771093554E0	1.103245048E0	2.783105056E0
2.389263208E0	1.513552064E0	1.368068368E0	6.189073116E-1	2.132017160E0
2.399238208E0	7.125712278E-1	8.441388425E-1	-2.325127763E-1	1.128888981E0
2.409212208E0	-1.660141468E-2	4.729315728E-1	-1.000979585E0	1.107203689E0
2.419187208E0	-4.359087574E-1	3.171954424E-1	-1.134056366E0	1.255672423E0
2.429162208E0	-5.770295531E-1	2.285471215E-1	-1.078439405E0	1.244278282E0
2.439137208E0	-6.421573028E-1	-3.007720023E-2	-6.321442384E-1	9.015969042E-1
2.449112208E0	-3.303194448E-1	1.023078552E-1	-2.531481850E-1	4.285578566E-1
2.459087208E0	5.506498396E-2	1.335009965E-1	-1.925780475E-1	2.407093121E-1
2.469062208E0	-2.502289626E-1	-3.537913379E-1	3.306249619E-2	4.345986346E-1
2.479037208E0	-3.503821188E-1	-2.102951109E-3	-7.023003012E-1	7.848552508E-1
2.489012208E0	-1.194238248E-1	9.154941693E-2	-1.734599912E-1	2.296338700E-1
2.498987208E0	-2.116165817E-2	4.681105435E-2	-1.235586834E-1	1.338127005E-1
2.508962208E0	1.378948867E-2	1.265844713E-1	-5.791380590E-1	5.929710531E-1
2.518937208E0	-9.003250301E-3	1.520837402E-1	-7.545147675E-1	7.697422016E-1
2.528912208E0	1.104606280E-1	2.199307376E-1	-4.577422607E-1	5.197105511E-1
2.538887208E0	4.070299441E-1	1.938097635E-1	-2.733631790E-2	4.516446325E-1
2.548862208E0	4.668045679E-1	2.341809869E-4	1.939211529E-1	5.054819215E-1
2.558837208E0	3.373589078E-1	-8.665339708E-2	3.656205475E-1	5.049734930E-1
2.568811208E0	9.433429956E-2	-1.609106970E-1	4.213532835E-1	4.607925803E-1
2.578786208E0	-1.958624285E-1	-3.399506861E-1	2.642462003E-1	4.730270756E-1
2.588761208E0	-3.499269131E-1	-3.816240844E-1	9.576628268E-2	5.265519606E-1
2.598732542E0	-3.867956543E-1	-3.777985436E-1	-1.232622296E-1	5.545594602E-1
2.608707542E0	-3.261635363E-1	-2.889202809E-1	-3.173412573E-1	5.390390104E-1
2.618682542E0	-1.565407804E-1	-6.471669048E-2	-3.796889484E-1	4.157607046E-1
2.628657542E0	-6.599664599E-2	-4.123514950E-2	-3.421773058E-1	3.509148094E-1
2.638632542E0	3.966721863E-2	1.139914691E-2	-2.628142172E-1	2.660352261E-1
2.648607542E0	-7.048818469E-3	4.781385183E-2	-1.563264799E-1	1.636270717E-1
2.658582542E0	-7.383776218E-2	1.995771646E-2	-2.432289684E-1	2.549718742E-1
2.668557542E0	-4.893154711E-2	3.196175784E-2	-3.256513202E-1	3.308543979E-1
2.678532542E0	-1.371230543E-2	-1.626022965E-2	-2.958427995E-1	2.966064470E-1
2.688507542E0	8.925833166E-2	-4.587725401E-2	-2.498164415E-1	2.692211483E-1
2.698482542E0	1.572070706E-1	-2.887413561E-2	-2.456754434E-1	2.930941866E-1
2.708457542E0	2.085453317E-1	-6.365191251E-2	-2.119101119E-1	3.040536414E-1
2.718432542E0	2.163615972E-1	-1.173275980E-1	-1.365126050E-1	2.814494578E-1
2.728406542E0	1.739648983E-1	-1.817273694E-1	-1.097458059E-1	2.744681485E-1
2.738381542E0	1.679434356E-1	-2.589296195E-1	-1.281060630E-1	3.341567129E-1
2.748356542E0	1.178234419E-1	-3.160534081E-1	-8.523252368E-2	3.479032959E-1
2.758331542E0	4.649998248E-2	-3.070326161E-1	-1.201509261E-1	3.329677474E-1
2.768306542E0	1.203897849E-1	-2.784435323E-1	-2.231420285E-1	3.765858014E-1
2.778281542E0	1.141902745E-1	-2.063441473E-1	-2.056021357E-1	3.128730799E-1
2.788256542E0	3.172699213E-2	-1.912656400E-1	-1.437099427E-1	2.413331612E-1
2.798231542E0	3.275025487E-3	-2.180534890E-1	-6.037893355E-2	2.262822695E-1
2.808206542E0	-7.944319546E-3	-2.014798486E-1	-2.091736150E-1	2.905354416E-1
2.818181542E0	-7.571998090E-2	-1.537379175E-2	-2.151436222E-1	2.285971285E-1
2.828156542E0	7.317468792E-2	-4.455753744E-2	-2.818492430E-1	2.945825944E-1
2.838131542E0	1.087058786E-1	-2.083821943E-1	-3.279264718E-1	4.034549267E-1
2.848106542E0	1.087602577E-1	-1.826488906E-1	-7.744637132E-2	2.262462184E-1
2.858081542E0	2.158306700E-1	-5.809033334E-2	4.063931823E-2	2.271759651E-1
2.868056542E0	4.833290917E-1	1.600526181E-1	1.753679377E-1	5.384958356E-1
2.878031542E0	4.717112589E-1	2.047469804E-1	4.811369705E-1	7.042198677E-1
